ElectionID,OfficeCode,BoroughCode,PoliticalDistrict,AD,ED,ElectionName,OfficeTitle,BoroName,EDused,NumofCandidates,VoteforNum,DistFormatted,PubCounter,AbsenteeMil,Federal,Emergency,Affidavit,TotForOffice,Scattered,Unrecorded,PartyName1,CandName1,CandVotes1,PartyName2,CandName2,CandVotes2,PartyName3,CandName3,CandVotes3,PartyName4,CandName4,CandVotes4,PartyName5,CandName5,CandVotes5,PartyName6,CandName6,CandVotes6,PartyName7,CandName7,CandVotes7,PartyName8,CandName8,CandVotes8,TotVotes,ADED2012
2012G,1,3,NY,46,63,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    63rd,558,16,5,0,52,627,0,4,Democratic,Barack Obama / Joe Biden,415,Republican,Mitt Romney / Paul Ryan,160,Conservative,Mitt Romney / Paul Ryan,20,Working Families,Barack Obama / Joe Biden,22,Green,Jill Stein / Cheri Honkal,7,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,627,46063
2012G,1,3,NY,46,64,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    64th,676,22,10,0,43,746,0,5,Democratic,Barack Obama / Joe Biden,401,Republican,Mitt Romney / Paul Ryan,276,Conservative,Mitt Romney / Paul Ryan,36,Working Families,Barack Obama / Joe Biden,19,Green,Jill Stein / Cheri Honkal,4,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,8,Constitution,Virgil Goode / Jim Clymer,1,746,46064
2012G,1,3,NY,46,65,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    65th,666,23,2,0,53,741,0,3,Democratic,Barack Obama / Joe Biden,432,Republican,Mitt Romney / Paul Ryan,233,Conservative,Mitt Romney / Paul Ryan,41,Working Families,Barack Obama / Joe Biden,25,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,6,Constitution,Virgil Goode / Jim Clymer,0,741,46065
2012G,1,3,NY,46,66,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    66th,543,10,1,0,50,597,0,7,Democratic,Barack Obama / Joe Biden,348,Republican,Mitt Romney / Paul Ryan,204,Conservative,Mitt Romney / Paul Ryan,23,Working Families,Barack Obama / Joe Biden,15,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,1,597,46066
2012G,1,3,NY,46,67,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    67th,553,12,0,0,24,585,0,4,Democratic,Barack Obama / Joe Biden,223,Republican,Mitt Romney / Paul Ryan,306,Conservative,Mitt Romney / Paul Ryan,38,Working Families,Barack Obama / Joe Biden,7,Green,Jill Stein / Cheri Honkal,6,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,5,Constitution,Virgil Goode / Jim Clymer,0,585,46067
2012G,1,3,NY,46,68,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    68th,525,18,3,1,31,570,0,8,Democratic,Barack Obama / Joe Biden,228,Republican,Mitt Romney / Paul Ryan,280,Conservative,Mitt Romney / Paul Ryan,41,Working Families,Barack Obama / Joe Biden,8,Green,Jill Stein / Cheri Honkal,5,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,8,Constitution,Virgil Goode / Jim Clymer,0,570,46068
2012G,1,3,NY,46,69,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    69th,626,22,1,0,25,673,1,1,Democratic,Barack Obama / Joe Biden,269,Republican,Mitt Romney / Paul Ryan,355,Conservative,Mitt Romney / Paul Ryan,37,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,4,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,672,46069
2012G,1,3,NY,46,70,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    70th,593,15,3,0,22,630,2,3,Democratic,Barack Obama / Joe Biden,202,Republican,Mitt Romney / Paul Ryan,379,Conservative,Mitt Romney / Paul Ryan,34,Working Families,Barack Obama / Joe Biden,7,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,0,628,46070
2012G,1,3,NY,46,71,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    71st,564,16,7,0,50,634,3,3,Democratic,Barack Obama / Joe Biden,269,Republican,Mitt Romney / Paul Ryan,320,Conservative,Mitt Romney / Paul Ryan,28,Working Families,Barack Obama / Joe Biden,8,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,0,631,46071
2012G,1,3,NY,46,72,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    72nd,542,27,5,0,66,637,5,3,Democratic,Barack Obama / Joe Biden,353,Republican,Mitt Romney / Paul Ryan,236,Conservative,Mitt Romney / Paul Ryan,26,Working Families,Barack Obama / Joe Biden,10,Green,Jill Stein / Cheri Honkal,4,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,1,632,46072
2012G,1,3,NY,46,73,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    73rd,471,10,4,0,23,508,1,0,Democratic,Barack Obama / Joe Biden,269,Republican,Mitt Romney / Paul Ryan,207,Conservative,Mitt Romney / Paul Ryan,15,Working Families,Barack Obama / Joe Biden,11,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,2,507,46073
2012G,1,3,NY,46,74,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    74th,229,0,0,0,11,239,1,1,Democratic,Barack Obama / Joe Biden,125,Republican,Mitt Romney / Paul Ryan,102,Conservative,Mitt Romney / Paul Ryan,10,Working Families,Barack Obama / Joe Biden,1,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,238,46074
2012G,1,3,NY,46,75,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    75th,528,32,4,0,42,604,0,2,Democratic,Barack Obama / Joe Biden,324,Republican,Mitt Romney / Paul Ryan,234,Conservative,Mitt Romney / Paul Ryan,26,Working Families,Barack Obama / Joe Biden,8,Green,Jill Stein / Cheri Honkal,6,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,6,Constitution,Virgil Goode / Jim Clymer,0,604,46075
2012G,1,3,NY,46,76,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    76th,0,0,0,0,0,0,0,0,Democratic,Barack Obama / Joe Biden,0,Republican,Mitt Romney / Paul Ryan,0,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,0,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,0,46076
2012G,1,3,NY,46,77,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    77th,44,0,0,0,0,44,0,0,Democratic,Barack Obama / Joe Biden,14,Republican,Mitt Romney / Paul Ryan,30,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,0,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,44,46077
2012G,1,3,NY,46,78,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    78th,0,0,0,0,0,0,0,0,Democratic,Barack Obama / Joe Biden,0,Republican,Mitt Romney / Paul Ryan,0,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,0,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,0,46078
2012G,1,3,NY,46,79,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    79th,0,0,0,0,0,0,0,0,Democratic,Barack Obama / Joe Biden,0,Republican,Mitt Romney / Paul Ryan,0,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,0,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,0,46079
2012G,1,3,NY,46,80,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    80th,0,0,1,0,0,1,0,0,Democratic,Barack Obama / Joe Biden,1,Republican,Mitt Romney / Paul Ryan,0,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,0,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,1,46080
2012G,1,3,NY,46,81,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    81st,498,28,6,0,38,567,1,3,Democratic,Barack Obama / Joe Biden,254,Republican,Mitt Romney / Paul Ryan,277,Conservative,Mitt Romney / Paul Ryan,23,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,0,566,46081
2012G,1,3,NY,47,1,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,     1st,403,15,0,0,46,459,0,5,Democratic,Barack Obama / Joe Biden,236,Republican,Mitt Romney / Paul Ryan,185,Conservative,Mitt Romney / Paul Ryan,23,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,6,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,0,459,47001
2012G,1,3,NY,47,2,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,     2nd,386,15,6,0,51,456,1,2,Democratic,Barack Obama / Joe Biden,277,Republican,Mitt Romney / Paul Ryan,152,Conservative,Mitt Romney / Paul Ryan,12,Working Families,Barack Obama / Joe Biden,8,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,5,Constitution,Virgil Goode / Jim Clymer,0,455,47002
2012G,1,3,NY,47,3,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,     3rd,419,6,2,0,25,448,2,4,Democratic,Barack Obama / Joe Biden,260,Republican,Mitt Romney / Paul Ryan,146,Conservative,Mitt Romney / Paul Ryan,11,Working Families,Barack Obama / Joe Biden,20,Green,Jill Stein / Cheri Honkal,4,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,2,446,47003
2012G,1,3,NY,47,4,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,     4th,23,0,0,0,26,49,0,0,Democratic,Barack Obama / Joe Biden,33,Republican,Mitt Romney / Paul Ryan,11,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,3,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,49,47004
2012G,1,3,NY,47,5,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,     5th,374,5,1,0,32,409,0,3,Democratic,Barack Obama / Joe Biden,251,Republican,Mitt Romney / Paul Ryan,137,Conservative,Mitt Romney / Paul Ryan,12,Working Families,Barack Obama / Joe Biden,5,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,409,47005
2012G,1,3,NY,47,6,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,     6th,362,12,2,0,29,405,1,0,Democratic,Barack Obama / Joe Biden,284,Republican,Mitt Romney / Paul Ryan,103,Conservative,Mitt Romney / Paul Ryan,8,Working Families,Barack Obama / Joe Biden,7,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,404,47006
2012G,1,3,NY,47,7,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,     7th,307,6,0,0,39,350,0,2,Democratic,Barack Obama / Joe Biden,208,Republican,Mitt Romney / Paul Ryan,113,Conservative,Mitt Romney / Paul Ryan,12,Working Families,Barack Obama / Joe Biden,12,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,0,350,47007
2012G,1,3,NY,47,8,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,     8th,311,13,1,0,25,349,0,1,Democratic,Barack Obama / Joe Biden,186,Republican,Mitt Romney / Paul Ryan,145,Conservative,Mitt Romney / Paul Ryan,9,Working Families,Barack Obama / Joe Biden,1,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,5,Constitution,Virgil Goode / Jim Clymer,1,349,47008
2012G,1,3,NY,47,9,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,     9th,468,19,6,0,28,520,1,1,Democratic,Barack Obama / Joe Biden,281,Republican,Mitt Romney / Paul Ryan,212,Conservative,Mitt Romney / Paul Ryan,19,Working Families,Barack Obama / Joe Biden,3,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,0,519,47009
2012G,1,3,NY,47,10,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    10th,70,4,0,0,15,88,0,1,Democratic,Barack Obama / Joe Biden,43,Republican,Mitt Romney / Paul Ryan,42,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,0,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,88,47010
2012G,1,3,NY,47,11,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    11th,335,15,1,0,48,394,1,5,Democratic,Barack Obama / Joe Biden,197,Republican,Mitt Romney / Paul Ryan,167,Conservative,Mitt Romney / Paul Ryan,15,Working Families,Barack Obama / Joe Biden,4,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,8,Constitution,Virgil Goode / Jim Clymer,0,393,47011
2012G,1,3,NY,47,12,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    12th,352,9,3,0,25,387,0,2,Democratic,Barack Obama / Joe Biden,204,Republican,Mitt Romney / Paul Ryan,156,Conservative,Mitt Romney / Paul Ryan,15,Working Families,Barack Obama / Joe Biden,8,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,387,47012
2012G,1,3,NY,47,13,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    13th,273,7,0,0,25,302,0,3,Democratic,Barack Obama / Joe Biden,185,Republican,Mitt Romney / Paul Ryan,95,Conservative,Mitt Romney / Paul Ryan,13,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,302,47013
2012G,1,3,NY,47,14,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    14th,359,11,2,0,22,393,0,1,Democratic,Barack Obama / Joe Biden,215,Republican,Mitt Romney / Paul Ryan,147,Conservative,Mitt Romney / Paul Ryan,15,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,5,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,0,393,47014
2012G,1,3,NY,47,15,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    15th,438,17,4,0,44,501,0,2,Democratic,Barack Obama / Joe Biden,261,Republican,Mitt Romney / Paul Ryan,215,Conservative,Mitt Romney / Paul Ryan,11,Working Families,Barack Obama / Joe Biden,7,Green,Jill Stein / Cheri Honkal,6,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,501,47015
2012G,1,3,NY,47,16,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    16th,326,14,3,0,38,381,1,0,Democratic,Barack Obama / Joe Biden,207,Republican,Mitt Romney / Paul Ryan,154,Conservative,Mitt Romney / Paul Ryan,8,Working Families,Barack Obama / Joe Biden,9,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,380,47016
2012G,1,3,NY,47,17,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    17th,263,6,2,0,11,280,0,2,Democratic,Barack Obama / Joe Biden,159,Republican,Mitt Romney / Paul Ryan,107,Conservative,Mitt Romney / Paul Ryan,5,Working Families,Barack Obama / Joe Biden,3,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,0,280,47017
2012G,1,3,NY,47,18,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    18th,424,9,8,0,29,463,0,7,Democratic,Barack Obama / Joe Biden,179,Republican,Mitt Romney / Paul Ryan,254,Conservative,Mitt Romney / Paul Ryan,21,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,1,463,47018
2012G,1,3,NY,47,19,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    19th,216,6,4,0,15,236,0,5,Democratic,Barack Obama / Joe Biden,104,Republican,Mitt Romney / Paul Ryan,126,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,1,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,236,47019
2012G,1,3,NY,47,20,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    20th,344,16,10,0,38,406,0,2,Democratic,Barack Obama / Joe Biden,215,Republican,Mitt Romney / Paul Ryan,169,Conservative,Mitt Romney / Paul Ryan,12,Working Families,Barack Obama / Joe Biden,5,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,0,406,47020
2012G,1,3,NY,47,21,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    21st,398,14,4,0,34,447,0,3,Democratic,Barack Obama / Joe Biden,267,Republican,Mitt Romney / Paul Ryan,161,Conservative,Mitt Romney / Paul Ryan,9,Working Families,Barack Obama / Joe Biden,8,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,447,47021
2012G,1,3,NY,47,22,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    22nd,405,4,1,0,30,432,0,8,Democratic,Barack Obama / Joe Biden,246,Republican,Mitt Romney / Paul Ryan,162,Conservative,Mitt Romney / Paul Ryan,13,Working Families,Barack Obama / Joe Biden,10,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,432,47022
2012G,1,3,NY,47,23,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    23rd,354,37,4,0,51,440,0,6,Democratic,Barack Obama / Joe Biden,217,Republican,Mitt Romney / Paul Ryan,208,Conservative,Mitt Romney / Paul Ryan,8,Working Families,Barack Obama / Joe Biden,3,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,440,47023
2012G,1,3,NY,47,24,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    24th,451,13,8,0,43,512,0,3,Democratic,Barack Obama / Joe Biden,264,Republican,Mitt Romney / Paul Ryan,221,Conservative,Mitt Romney / Paul Ryan,12,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,5,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,0,512,47024
2012G,1,3,NY,47,25,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    25th,413,9,3,0,74,495,1,4,Democratic,Barack Obama / Joe Biden,290,Republican,Mitt Romney / Paul Ryan,177,Conservative,Mitt Romney / Paul Ryan,10,Working Families,Barack Obama / Joe Biden,8,Green,Jill Stein / Cheri Honkal,7,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,494,47025
2012G,1,3,NY,47,26,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    26th,397,17,1,0,30,443,0,2,Democratic,Barack Obama / Joe Biden,206,Republican,Mitt Romney / Paul Ryan,210,Conservative,Mitt Romney / Paul Ryan,7,Working Families,Barack Obama / Joe Biden,10,Green,Jill Stein / Cheri Honkal,5,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,2,443,47026
2012G,1,3,NY,47,27,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    27th,415,10,0,0,27,446,0,6,Democratic,Barack Obama / Joe Biden,269,Republican,Mitt Romney / Paul Ryan,147,Conservative,Mitt Romney / Paul Ryan,20,Working Families,Barack Obama / Joe Biden,5,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,0,446,47027
2012G,1,3,NY,47,28,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    28th,448,10,1,0,34,487,0,6,Democratic,Barack Obama / Joe Biden,249,Republican,Mitt Romney / Paul Ryan,217,Conservative,Mitt Romney / Paul Ryan,9,Working Families,Barack Obama / Joe Biden,8,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,0,487,47028
2012G,1,3,NY,47,29,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    29th,414,41,1,0,31,480,0,7,Democratic,Barack Obama / Joe Biden,210,Republican,Mitt Romney / Paul Ryan,249,Conservative,Mitt Romney / Paul Ryan,9,Working Families,Barack Obama / Joe Biden,7,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,1,480,47029
2012G,1,3,NY,47,30,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    30th,8,0,1,0,21,30,0,0,Democratic,Barack Obama / Joe Biden,17,Republican,Mitt Romney / Paul Ryan,11,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,0,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,30,47030
2012G,1,3,NY,47,31,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    31st,384,7,1,0,23,411,0,4,Democratic,Barack Obama / Joe Biden,237,Republican,Mitt Romney / Paul Ryan,152,Conservative,Mitt Romney / Paul Ryan,10,Working Families,Barack Obama / Joe Biden,7,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,411,47031
2012G,1,3,NY,47,32,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    32nd,90,2,0,0,23,115,0,0,Democratic,Barack Obama / Joe Biden,78,Republican,Mitt Romney / Paul Ryan,29,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,3,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,115,47032
2012G,1,3,NY,47,33,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    33rd,138,6,0,0,10,154,0,0,Democratic,Barack Obama / Joe Biden,97,Republican,Mitt Romney / Paul Ryan,53,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,1,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,154,47033
2012G,1,3,NY,47,34,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    34th,411,16,3,0,27,449,0,8,Democratic,Barack Obama / Joe Biden,270,Republican,Mitt Romney / Paul Ryan,162,Conservative,Mitt Romney / Paul Ryan,9,Working Families,Barack Obama / Joe Biden,3,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,449,47034
2012G,1,3,NY,47,35,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    35th,8,0,0,0,5,13,0,0,Democratic,Barack Obama / Joe Biden,6,Republican,Mitt Romney / Paul Ryan,6,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,1,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,13,47035
2012G,1,3,NY,47,36,General Election - 11/06/2,President/Vice President,Kings,Y,8,1,    36th,285,9,3,0,20,311,1,6,Democratic,Barack Obama / Joe Biden,162,Republican,Mitt Romney / Paul Ryan,129,Conservative,Mitt Romney / Paul Ryan,6,Working Families,Barack Obama / Joe Biden,7,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,0,310,47036
